utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
1 %, 0 %, 11178 MiB, 10593 MiB, 585 MiB
56 %, 30 %, 11178 MiB, 9455 MiB, 1723 MiB
56 %, 30 %, 11178 MiB, 9387 MiB, 1791 MiB
50 %, 32 %, 11178 MiB, 9467 MiB, 1711 MiB
13 %, 7 %, 11178 MiB, 9461 MiB, 1717 MiB
32 %, 6 %, 11178 MiB, 5707 MiB, 5471 MiB
42 %, 15 %, 11178 MiB, 5759 MiB, 5419 MiB
44 %, 16 %, 11178 MiB, 5839 MiB, 5339 MiB
19 %, 9 %, 11178 MiB, 4739 MiB, 6439 MiB
39 %, 14 %, 11178 MiB, 3821 MiB, 7357 MiB
38 %, 13 %, 11178 MiB, 3933 MiB, 7245 MiB
25 %, 9 %, 11178 MiB, 3821 MiB, 7357 MiB
18 %, 7 %, 11178 MiB, 3803 MiB, 7375 MiB
46 %, 17 %, 11178 MiB, 2611 MiB, 8567 MiB
62 %, 18 %, 11178 MiB, 2661 MiB, 8517 MiB
38 %, 16 %, 11178 MiB, 2611 MiB, 8567 MiB
27 %, 6 %, 11178 MiB, 2613 MiB, 8565 MiB
49 %, 16 %, 11178 MiB, 59 MiB, 11119 MiB
50 %, 16 %, 11178 MiB, 2385 MiB, 8793 MiB
29 %, 12 %, 11178 MiB, 2455 MiB, 8723 MiB
11 %, 2 %, 11178 MiB, 2465 MiB, 8713 MiB
42 %, 23 %, 11178 MiB, 1385 MiB, 9793 MiB
45 %, 16 %, 11178 MiB, 1473 MiB, 9705 MiB
16 %, 10 %, 11178 MiB, 1463 MiB, 9715 MiB
65 %, 24 %, 11178 MiB, 2673 MiB, 8505 MiB
49 %, 22 %, 11178 MiB, 2605 MiB, 8573 MiB
41 %, 16 %, 11178 MiB, 2517 MiB, 8661 MiB
26 %, 11 %, 11178 MiB, 2639 MiB, 8539 MiB
40 %, 21 %, 11178 MiB, 2531 MiB, 8647 MiB
24 %, 6 %, 11178 MiB, 3681 MiB, 7497 MiB
35 %, 8 %, 11178 MiB, 3813 MiB, 7365 MiB
51 %, 13 %, 11178 MiB, 3739 MiB, 7439 MiB
20 %, 6 %, 11178 MiB, 3719 MiB, 7459 MiB
42 %, 18 %, 11178 MiB, 3703 MiB, 7475 MiB
47 %, 18 %, 11178 MiB, 5321 MiB, 5857 MiB
60 %, 19 %, 11178 MiB, 5341 MiB, 5837 MiB
34 %, 21 %, 11178 MiB, 3829 MiB, 7349 MiB
84 %, 33 %, 11178 MiB, 8373 MiB, 2805 MiB
72 %, 39 %, 11178 MiB, 8419 MiB, 2759 MiB
79 %, 42 %, 11178 MiB, 7751 MiB, 3427 MiB
14 %, 9 %, 11178 MiB, 5735 MiB, 5443 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
88 %, 53 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 61 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 62 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 71 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 70 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 60 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 61 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 53 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 53 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 69 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 58 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 61 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
98 %, 62 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
99 %, 69 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 51 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 48 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 50 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 68 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
96 %, 56 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
66 %, 43 %, 11178 MiB, 791 MiB, 10387 MiB
66 %, 47 %, 11178 MiB, 865 MiB, 10313 MiB
79 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
70 %, 50 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 61 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 57 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 50 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 47 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 51 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 54 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 63 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 61 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
75 %, 44 %, 11178 MiB, 791 MiB, 10387 MiB
66 %, 39 %, 11178 MiB, 865 MiB, 10313 MiB
62 %, 35 %, 11178 MiB, 867 MiB, 10311 MiB
68 %, 40 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 63 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 63 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 52 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 64 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
64 %, 37 %, 11178 MiB, 791 MiB, 10387 MiB
63 %, 37 %, 11178 MiB, 865 MiB, 10313 MiB
63 %, 39 %, 11178 MiB, 867 MiB, 10311 MiB
63 %, 37 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 73 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 71 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
90 %, 45 %, 11178 MiB, 791 MiB, 10387 MiB
92 %, 44 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 50 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
66 %, 39 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 54 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 57 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 63 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 48 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 61 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 62 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 61 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 69 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 58 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 68 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 53 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 53 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 48 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 46 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 46 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
70 %, 41 %, 11178 MiB, 791 MiB, 10387 MiB
67 %, 38 %, 11178 MiB, 865 MiB, 10313 MiB
66 %, 37 %, 11178 MiB, 867 MiB, 10311 MiB
70 %, 41 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 63 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 57 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 54 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 54 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
92 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
82 %, 49 %, 11178 MiB, 867 MiB, 10311 MiB
92 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
66 %, 39 %, 11178 MiB, 791 MiB, 10387 MiB
65 %, 40 %, 11178 MiB, 865 MiB, 10313 MiB
65 %, 43 %, 11178 MiB, 867 MiB, 10311 MiB
65 %, 40 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 57 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 58 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 53 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 50 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 53 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
64 %, 37 %, 11178 MiB, 791 MiB, 10387 MiB
62 %, 36 %, 11178 MiB, 865 MiB, 10313 MiB
62 %, 35 %, 11178 MiB, 867 MiB, 10311 MiB
62 %, 36 %, 11178 MiB, 847 MiB, 10331 MiB
77 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
81 %, 62 %, 11178 MiB, 865 MiB, 10313 MiB
93 %, 70 %, 11178 MiB, 867 MiB, 10311 MiB
88 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 55 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 49 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 53 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 61 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 58 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 60 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 60 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 58 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 51 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 53 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 54 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 51 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 60 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 61 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 71 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 72 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 69 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 71 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 53 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 58 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 51 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 49 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 52 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 48 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 68 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 69 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 49 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 68 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 58 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 63 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 63 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 62 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 68 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 64 %, 11178 MiB, 865 MiB, 10313 MiB
65 %, 38 %, 11178 MiB, 867 MiB, 10311 MiB
65 %, 37 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 46 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 46 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 47 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 70 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 61 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 57 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 54 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 50 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 51 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
95 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
75 %, 44 %, 11178 MiB, 791 MiB, 10387 MiB
74 %, 43 %, 11178 MiB, 865 MiB, 10313 MiB
74 %, 46 %, 11178 MiB, 867 MiB, 10311 MiB
74 %, 46 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 54 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 53 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 50 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 54 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 63 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 68 %, 11178 MiB, 847 MiB, 10331 MiB
68 %, 38 %, 11178 MiB, 791 MiB, 10387 MiB
67 %, 38 %, 11178 MiB, 865 MiB, 10313 MiB
67 %, 41 %, 11178 MiB, 867 MiB, 10311 MiB
67 %, 40 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 69 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 71 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 52 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 46 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 48 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
91 %, 61 %, 11178 MiB, 865 MiB, 10313 MiB
95 %, 69 %, 11178 MiB, 867 MiB, 10311 MiB
91 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 49 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 43 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 46 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 64 %, 11178 MiB, 865 MiB, 10313 MiB
95 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
95 %, 55 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 62 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 61 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 70 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
